year,region1,region2,industry1,industry2,amount
2019,IN,WL,ALUM1,COMPU,0.01
2019,IN,CA,GASDI,MACHI,0.01
2019,IN,AT,LANDT,FOUND,0.01
2019,IN,KR,BASIC,LEAD1,0.01
2019,IN,FI,BUSIN,CEREA,0.01
2019,IN,LV,TEXTI,93197,0.01
2019,IN,NL,RETA1,CROPS,0.01
2019,IN,WE,LEAD1,KEROS,0.01
2019,IN,PT,GASDI,RETAI,0.01
2019,IN,SE,INSUR,MOTO1,0.01
2019,IN,ID,LEAD1,RENTI,0.01
2019,IN,WL,KEROS,EDUCA,0.01
2019,IN,NL,FOOD5,CONST,0.01
2019,IN,IT,FURNI,VEGE1,0.01
2019,IN,GR,FURNI,COMPU,0.01
2019,IN,RU,BUSIN,NAPHT,0.01
2019,IN,DE,PAPER,FINAN,0.01
2019,IN,FR,SEACO,POSTT,0.01
2019,IN,CZ,TEXTI,FOOD5,0.01
2019,IN,BG,FABRI,CEREA,0.01
2019,IN,LV,NONME,WOODW,0.01
2019,IN,US,FURNI,LIQUE,0.01
2019,IN,CZ,LANDT,MEATP,0.01
2019,IN,MX,HEAVY,ELEC6,0.01
2019,IN,RU,FORES,CONST,0.01
2019,IN,DE,FINAN,RETAI,0.01
2019,IN,RU,BEVER,PUBLI,0.01
2019,IN,BE,FABRI,FOOD3,0.01
2019,IN,JP,RETA1,MEMBE,0.01
2019,IN,PL,PUBLI,CONST,0.01
2019,IN,US,PUBLI,AIRTR,0.01
2019,IN,WA,NONSP,93197,0.01
2019,IN,WE,RETA1,PADDY,0.01
2019,IN,DE,WEARI,MEATP,0.01
2019,IN,NL,CHEM1,BLAST,0.01
2019,IN,BE,INSUR,RECRE,0.01
2019,IN,WE,COPP1,INSUR,0.01
2019,IN,WA,PAPER,COPPE,0.01
2019,IN,WF,WOODW,MOTO1,0.01
2019,IN,BG,FORES,PULP5,0.01
2019,IN,LU,RADIO,MEMBE,0.01
2019,IN,CZ,PRINT,RESEA,0.01
2019,IN,WM,MEDIC,WHEAT,0.01
2019,IN,MX,WEARI,COPP1,0.01
2019,IN,JP,LEATH,COPP1,0.01
2019,IN,SE,CONST,CHEM1,0.01
2019,IN,KR,PRINT,AUXIL,0.01
2019,IN,EE,CHEM1,FISH5,0.01
2019,IN,LV,FABRI,LANDT,0.01
2019,IN,KR,MEDIC,LIQUE,0.01
2019,IN,NL,LUBRI,INLAN,0.01
2019,IN,CY,FISH5,MEATA,0.01
2019,IN,LV,TEXTI,SALEM,0.01
2019,IN,SE,RETA1,COLLE,0.01
2019,IN,PL,SUPPO,COMPU,0.01
2019,IN,LV,SEACO,MEMBE,0.01
2019,IN,FR,VEGE1,FISHF,0.01
2019,IN,AT,MOTO1,CONST,0.01
2019,IN,NL,AUXIL,WHOLE,0.01
2019,IN,WA,ELEC2,FURNI,0.01
2019,IN,AU,KEROS,REALE,0.01
2019,IN,ES,RUBBE,WHEAT,0.01
2019,IN,AT,WHOLE,HOTEL,0.01
2019,IN,BG,ELECT,PRINT,0.01
2019,IN,WA,COKIN,GLASS,0.01
2019,IN,IT,PLAST,CHEMI,0.01
2019,IN,BR,NONME,RUBBE,0.01
2019,IN,ES,NONME,RENTI,0.01
2019,IN,FI,TRAN2,GASDI,0.01
2019,IN,RO,RUBBE,RENTI,0.01
2019,IN,IT,WEARI,PLAS1,0.01
2019,IN,AU,PAPER,NATUR,0.01
2019,IN,RO,RAILW,MOTOR,0.01
2019,IN,ES,WHOLE,FOODW,0.01
2019,IN,BE,BUSIN,CATTL,0.01
2019,IN,KR,CHEM1,NICKE,0.01
2019,IN,FI,GLASS,TRANS,0.01
2019,IN,KR,MOTO1,AUXIL,0.01
2019,IN,DK,COMPU,MOTO1,0.01
2019,IN,TR,OFFIC,RETA1,0.01
2019,IN,US,KEROS,RAWMI,0.01
2019,IN,FR,MOTO1,TEXTI,0.01
2019,IN,BE,CONST,MACHI,0.01
2019,IN,WF,NONME,BEVER,0.01
2019,IN,CN,CERAM,SEACO,0.01
2019,IN,PL,PREC1,PRECI,0.01
2019,IN,PL,GASDI,SUPPO,0.01
2019,IN,IT,FABRI,STONE,0.01
2019,IN,NL,VEGE1,MEATA,0.01
2019,IN,NO,CHEM1,KERO1,0.01
2019,IN,FR,WEARI,WHITE,0.01
2019,IN,ES,ELECT,MEATC,0.01
2019,IN,NL,CEREA,BEVER,0.01
2019,IN,NL,FISH5,PLANT,0.01
2019,IN,WE,TRANS,CHARC,0.01
2019,IN,WA,KEROS,BEVER,0.01
2019,IN,US,ELECT,ELEC3,0.01
2019,IN,GR,RUBBE,TOBAC,0.01
2019,IN,WL,NAPHT,BUSIN,0.01
2019,IN,RU,FINAN,PRINT,0.01
2019,IN,WE,HEAVY,LEADZ,0.01
2019,IN,WA,REALE,COLLE,0.01
2019,IN,IT,PRINT,BIODI,0.01
2019,IN,JP,BASIC,TEXT1,0.01
2019,IN,SE,ELECT,HEAVY,0.01
2019,IN,JP,CHEM1,PROCE,0.01
2019,IN,WF,NONME,VEGE1,0.01
2019,IN,CH,PRINT,FOOD5,0.01
2019,IN,CN,PLAST,ELEC7,0.01
2019,IN,PT,WHOLE,CERAM,0.01
2019,IN,MX,GLASS,POSTT,0.01
2019,IN,DK,TEXTI,FISHF,0.01
2019,IN,WM,BITU1,FOUND,0.01
2019,IN,US,RADIO,ELEC2,0.01
2019,IN,DE,PLAST,FOUND,0.01
2019,IN,ID,FABRI,MEATA,0.01
2019,IN,ES,TEXTI,ALUM1,0.01
2019,IN,PT,ELECT,COLLE,0.01
2019,IN,US,PUBLI,BASIC,0.01
2019,IN,WF,OFFIC,CHEMI,0.01
2019,IN,WE,HEAVY,NICKE,0.01
2019,IN,JP,FINAN,CROPS,0.01
2019,IN,LT,BASIC,FOOD4,0.01
2019,IN,BR,BASIC,LIQUI,0.01
2019,IN,FR,RETAI,BRICK,0.01
2019,IN,SK,NONME,GLASS,0.01
2019,IN,WF,WEARI,93197,0.01
2019,IN,GR,CEREA,MEATA,0.01
2019,IN,EE,PLAST,WOODW,0.01
2019,IN,JP,NAPHT,BLAST,0.01
2019,IN,AT,CERAM,WOODW,0.01
2019,IN,WE,CEMEN,93197,0.01
2019,IN,GB,OILSE,HEALT,0.01
2019,IN,CN,BASIC,COKE1,0.01
2019,IN,AU,MOTO1,CHEM1,0.01
2019,IN,WL,NAPHT,REALE,0.01
2019,IN,ID,TRANS,PRINT,0.01
2019,IN,HU,RUBBE,FISH5,0.01
2019,IN,JP,GASDI,OILSE,0.01
2019,IN,IT,INSUR,ELECT,0.01
2019,IN,GR,WOODW,HOTEL,0.01
2019,IN,WL,HEAVY,CHEM1,0.01
2019,IN,AU,WOODW,FOOD5,0.01
2019,IN,DE,MEDIC,WEARI,0.01
2019,IN,WA,HOTEL,NONFE,0.01
2019,IN,SE,SEACO,WEARI,0.01
2019,IN,WM,NONME,AUXIL,0.01
2019,IN,ES,WEARI,MEATP,0.01
2019,IN,IT,HOTEL,STEAM,0.01
2019,IN,DE,PREC1,GASDI,0.01
2019,IN,LT,CHEM1,CONST,0.01
2019,IN,FI,COMPU,FOOD4,0.01
2019,IN,JP,RETA1,CEMEN,0.01
2019,IN,WA,PAPER,ELEC1,0.01
2019,IN,CA,ELECT,FOOD2,0.01
2019,IN,US,MOTO1,ELEC1,0.01
2019,IN,WM,CERAM,MEATC,0.01
2019,IN,WM,SUGA1,FOOD1,0.01
2019,IN,NL,VEGE1,FOOD2,0.01
2019,IN,PT,BUSIN,WEARI,0.01
2019,IN,CN,BASIC,BITU1,0.01
2019,IN,CZ,FABRI,COKIN,0.01
2019,IN,WM,ALUM1,CATTL,0.01
2019,IN,NO,CHEM1,WEARI,0.01
2019,IN,JP,FOOD5,FINAN,0.01
2019,IN,CH,PREC1,SUPPO,0.01
2019,IN,WA,AUXIL,LIQUI,0.01
2019,IN,WL,GLASS,MEDIC,0.01
2019,IN,ES,PROCE,VEGE1,0.01
2019,IN,TR,GLASS,MOTOR,0.01
2019,IN,WF,PULP5,LIQUE,0.01
2019,IN,AT,FABRI,FINAN,0.01
2019,IN,WA,TRAN2,BRICK,0.01
2019,IN,AU,VEGET,PUBLI,0.01
2019,IN,ID,ALUM1,BITUM,0.01
2019,IN,ES,POSTT,COLLE,0.01
2019,IN,WM,PETRO,RADIO,0.01
2019,IN,IE,INSUR,RUBBE,0.01
2019,IN,WF,FISH5,OFFIC,0.01
2019,IN,HU,FINAN,RETA1,0.01
2019,IN,SK,BASIC,BEVER,0.01
2019,IN,WF,PAPER,PIGS9,0.01
2019,IN,WF,CERAM,NFERT,0.01
2019,IN,ES,NONME,TEXTI,0.01
2019,IN,IE,RETA1,VEGET,0.01
2019,IN,RU,GLASS,CRUDE,0.01
2019,IN,DE,PRINT,CERAM,0.01
2019,IN,BE,MEDIC,SEACO,0.01
2019,IN,TR,NONME,LANDT,0.01
2019,IN,DE,TRANS,WHEAT,0.01
2019,IN,JP,FABRI,PFERT,0.01
2019,IN,MX,WEARI,TRAN1,0.01
2019,IN,BE,WHOLE,LEAD1,0.01
2019,IN,RO,INLAN,HEALT,0.01
2019,IN,DE,NONF1,RETA1,0.01
2019,IN,GB,WOODW,RENTI,0.01
2019,IN,BE,WOODW,GLASS,0.01
2019,IN,WM,CONST,NAPHT,0.01
2019,IN,WL,MOTO1,LEADZ,0.01
2019,IN,DK,TEXTI,PLAST,0.01
2019,IN,LU,LANDT,RENTI,0.01
2019,IN,WL,HEAVY,NFERT,0.01
2019,IN,CZ,CHEM1,ADDIT,0.01
2019,IN,WM,CERAM,MACHI,0.01
2019,IN,AU,WEARI,BRICK,0.01
2019,IN,RU,TEXTI,OFFIC,0.01
2019,IN,WF,HEAVY,NONSP,0.01
2019,IN,BR,LEAD1,FABRI,0.01
2019,IN,SI,FABRI,CEMEN,0.01
2019,IN,FR,GLASS,PAPER,0.01
2019,IN,NL,MOTOR,WOOD1,0.01
2019,IN,CH,GLASS,BIODI,0.01
2019,IN,CN,FISHF,BUSIN,0.01
2019,IN,NL,FOOD5,NFERT,0.01
2019,IN,PT,NAPHT,NONSP,0.01
2019,IN,ZA,NONME,MACHI,0.01
2019,IN,WL,OFFIC,CEMEN,0.01
2019,IN,ZA,FURNI,SECO1,0.01
2019,IN,GB,TRANS,WEARI,0.01
2019,IN,CZ,CHEM1,TEXT2,0.01
2019,IN,WA,FISHF,MEATC,0.01
2019,IN,GB,BASIC,WOODW,0.01
2019,IN,WA,FISH5,FINAN,0.01
2019,IN,GR,FOOD5,CATTL,0.01
2019,IN,BE,CROPS,FABRI,0.01
2019,IN,TR,MOTOR,NONF1,0.01
2019,IN,HR,AIRTR,PRINT,0.01
2019,IN,BR,FURNI,MOTO1,0.01
2019,IN,MX,FABRI,FOOD4,0.01
2019,IN,PT,WHOLE,GLASS,0.01
2019,IN,CZ,ELECT,ALUMI,0.01
2019,IN,US,NONME,PAPE1,0.01
2019,IN,FR,SUPPO,TRAN2,0.01
2019,IN,PT,RUBBE,CATTL,0.01
2019,IN,ES,LANDT,MEATA,0.01
2019,IN,WA,EDUCA,NAPHT,0.01
2019,IN,GR,PROCE,FOOD5,0.01
2019,IN,BE,FINAN,GASDI,0.01
2019,IN,WE,PREC1,WEARI,0.01
2019,IN,WA,PLANT,POSTT,0.01
2019,IN,GB,RETA1,VEGET,0.01
2019,IN,RO,RADIO,VEGET,0.01
2019,IN,US,MOTOR,WHITE,0.01
2019,IN,CN,VEGE1,BRICK,0.01
2019,IN,LV,TEXTI,RUBBE,0.01
2019,IN,ES,FISH5,ELEC4,0.01
2019,IN,NO,OILSE,MEMBE,0.01
2019,IN,IT,RUBBE,CROPS,0.01
2019,IN,RU,TEXTI,LANDT,0.01
2019,IN,TR,CHEM1,AUXIL,0.01
2019,IN,TR,AUXIL,AUXIL,0.01
2019,IN,PL,BUSIN,TRAN1,0.01
2019,IN,ZA,FORES,CHEM1,0.01
2019,IN,BR,BASIC,PAPER,0.01
2019,IN,HU,VEGET,VEGET,0.01
2019,IN,BR,PAPER,AUXIL,0.01
2019,IN,SK,CHEM1,LANDT,0.01
2019,IN,JP,FURNI,VEGET,0.01
2019,IN,AU,NONME,URANI,0.01
2019,IN,KR,RUBBE,LIQUI,0.01
2019,IN,WA,GLASS,93197,0.01
2019,IN,WA,ANIMA,COMPU,0.01
2019,IN,WF,PAPER,PADDY,0.01
2019,IN,WA,SEACO,SALEM,0.01
2019,IN,ID,LEATH,AIRTR,0.01
2019,IN,AU,ELECT,ELEC3,0.01
2019,IN,JP,CEREA,POULT,0.01
2019,IN,IE,BASIC,CATTL,0.01
2019,IN,BG,FORES,WOODW,0.01
2019,IN,DE,FISH5,BASIC,0.01
2019,IN,AT,RAILW,RESEA,0.01
2019,IN,DE,FINAN,NONME,0.01
2019,IN,AU,DAIRY,PIGS9,0.01
2019,IN,WL,SEACO,PFERT,0.01
2019,IN,WE,MEDIC,FISH5,0.01
2019,IN,WE,KEROS,REALE,0.01
2019,IN,BE,OFFIC,FABRI,0.01
2019,IN,GB,RESEA,SALEM,0.01
2019,IN,GB,SEACO,LIQUE,0.01
2019,IN,EE,PRINT,FOOD5,0.01
2019,IN,PL,WOODW,93197,0.01
2019,IN,TR,ALUM1,PFERT,0.01
2019,IN,WA,BITU1,PULP5,0.01
2019,IN,PL,PLAST,SALEM,0.01
2019,IN,CY,WOODW,AIRTR,0.01
2019,IN,RO,FABRI,FORES,0.01
2019,IN,GB,RETA1,VEGE1,0.01
2019,IN,AU,VEGET,EDUCA,0.01
2019,IN,JP,RUBBE,TRAN2,0.01
2019,IN,WL,ELECT,BIOG1,0.01
2019,IN,BE,CROPS,ELE12,0.01
2019,IN,RO,SUPPO,MEMBE,0.01
2019,IN,CZ,RUBBE,MEDIC,0.01
2019,IN,WF,MOTOR,REFI1,0.01
2019,IN,NL,NONF1,BUSIN,0.01
2019,IN,WL,TOBAC,RESEA,0.01
2019,IN,DE,MEDIC,FOOD2,0.01
2019,IN,FR,GASDI,GLASS,0.01
2019,IN,WM,FOOD5,COKIN,0.01
2019,IN,WL,FISH5,MEATA,0.01
2019,IN,WL,RADIO,BRICK,0.01
2019,IN,IT,NONME,RETAI,0.01
2019,IN,FR,HEAVY,FISH5,0.01
2019,IN,JP,FURNI,PULP5,0.01
2019,IN,BR,KEROS,REALE,0.01
2019,IN,CH,SUGA1,ELEC3,0.01
2019,IN,PL,PUBLI,TRANS,0.01
2019,IN,ES,COMPU,SUPPO,0.01
2019,IN,DK,REALE,SEACO,0.01
2019,IN,ID,FURNI,GLASS,0.01
2019,IN,FR,RAILW,OILHA,0.01
2019,IN,JP,FABRI,ELEC3,0.01
2019,IN,WF,LUBRI,NONFE,0.01
2019,IN,CH,WOODW,SUPPO,0.01
2019,IN,PL,FOOD5,ELEC2,0.01
2019,IN,RO,GLASS,RETA1,0.01
2019,IN,WA,LIQUE,PADDY,0.01
2019,IN,NL,PLANT,DAIRY,0.01
2019,IN,WA,FISHF,NONF1,0.01
2019,IN,WL,ALUM1,WHEAT,0.01
2019,IN,WA,WEARI,FOOD5,0.01
2019,IN,ID,BITUM,BASIC,0.01
2019,IN,BR,FABRI,SUGAR,0.01
2019,IN,KR,GLASS,COMPU,0.01
2019,IN,US,SUGA1,SUGA1,0.01
2019,IN,IT,REALE,FINAN,0.01
2019,IN,GB,RUBBE,LUBRI,0.01
2019,IN,DK,PROCE,BEVER,0.01
2019,IN,HU,LANDT,PLAST,0.01
2019,IN,DK,ELECT,BIOG1,0.01
2019,IN,BE,GASDI,COALT,0.01
2019,IN,GR,FABRI,INLAN,0.01
2019,IN,FI,ALUM1,LUBRI,0.01
2019,IN,US,COPP1,FURNI,0.01
2019,IN,IE,MOTO1,BUSIN,0.01
2019,IN,NL,LUBRI,EDUCA,0.01
2019,IN,IT,RETA1,NONF1,0.01
2019,IN,JP,FURNI,TOBAC,0.01
2019,IN,HU,TRANS,PUBLI,0.01
2019,IN,WA,BITU1,COMPU,0.01
2019,IN,NL,FURNI,RETAI,0.01
2019,IN,DE,ALUM1,GASDI,0.01
2019,IN,LU,FABRI,TRAN2,0.01
2019,IN,WE,MOTO1,MOTOR,0.01
2019,IN,IE,MEDIC,INSUR,0.01
2019,IN,DE,COMPU,LIQUI,0.01
2019,IN,SK,RUBBE,RAILW,0.01
2019,IN,HR,TEXTI,REALE,0.01
2019,IN,KR,ELECT,FISHF,0.01
2019,IN,GB,INSUR,RETAI,0.01
2019,IN,PL,FURNI,FISH5,0.01
2019,IN,RU,RUBBE,INSUR,0.01
2019,IN,DE,POSTT,DISTR,0.01
2019,IN,AU,MOTO1,MEDIC,0.01
2019,IN,WM,DAIRY,CEMEN,0.01
2019,IN,WF,PETRO,NATUR,0.01
2019,IN,WF,OFFIC,RESEA,0.01
2019,IN,BR,WOODW,LIQUI,0.01
2019,IN,NL,TOBAC,CERAM,0.01
2019,IN,WA,FOOD5,LIQUI,0.01
2019,IN,AT,OILSE,93197,0.01
2019,IN,NL,SEACO,EDUCA,0.01
2019,IN,HR,CERAM,REALE,0.01
2019,IN,IT,OFFIC,WOODW,0.01
2019,IN,JP,GASDI,TEXT1,0.01
2019,IN,PL,VEGE1,MEATC,0.01
2019,IN,KR,NAPHT,DIST1,0.01
2019,IN,DE,PROCE,93197,0.01
2019,IN,DK,MOTO1,RESEA,0.01
2019,IN,ES,POSTT,RENTI,0.01
2019,IN,RU,RADIO,SUGAR,0.01
2019,IN,GB,HOTEL,NUCLE,0.01
2019,IN,ES,RUBBE,SEWAG,0.01
2019,IN,SE,PRINT,HOTEL,0.01
2019,IN,WM,STONE,COMPU,0.01
2019,IN,AT,FURNI,REALE,0.01
2019,IN,RU,HOTEL,KERO1,0.01
2019,IN,RO,ELECT,ELEC2,0.01
2019,IN,TR,DAIRY,WOODW,0.01
2019,IN,IT,HOTEL,CROPS,0.01
2019,IN,TR,ALUM1,NAPHT,0.01
2019,IN,ES,MEDIC,SALEM,0.01
2019,IN,IT,AIRTR,RESEA,0.01
2019,IN,CH,WOODW,ELEC7,0.01
2019,IN,RU,COMPU,PRINT,0.01
2019,IN,WA,ELEC4,LIQUE,0.01
2019,IN,HU,MEDIC,WHEAT,0.01
2019,IN,CA,OILSE,93197,0.01
2019,IN,EE,RAILW,SUPPO,0.01
2019,IN,LT,PRINT,RECRE,0.01
2019,IN,KR,FORES,PRINT,0.01
2019,IN,IE,RADIO,AIRTR,0.01
2019,IN,RO,FURNI,POSTT,0.01
2019,IN,GB,PUBLI,MACHI,0.01
2019,IN,EE,FABRI,PAPER,0.01
2019,IN,WF,LEAD1,MEATA,0.01
2019,IN,BE,RETAI,WHOLE,0.01
2019,IN,HU,WEARI,RECRE,0.01
2019,IN,CZ,RETA1,BASIC,0.01
2019,IN,BE,BIODI,CONST,0.01
2019,IN,HU,RUBBE,COLLE,0.01
2019,IN,WL,OFFIC,LEATH,0.01
2019,IN,WE,LEATH,LIGNI,0.01
2019,IN,GB,POSTT,WOODW,0.01
2019,IN,IE,WHOLE,ELEC1,0.01
2019,IN,CA,GLASS,FORES,0.01
2019,IN,CZ,PRINT,FURNI,0.01
2019,IN,CA,GLASS,RETA1,0.01
2019,IN,PL,LEATH,FISH5,0.01
2019,IN,GB,SALEM,WOODW,0.01
2019,IN,CA,CROPS,PFERT,0.01
2019,IN,WL,VEGE1,WOODW,0.01
2019,IN,WE,ELECT,VEGE1,0.01
2019,IN,WM,WEARI,BITU1,0.01
2019,IN,MX,MEDIC,LIQUE,0.01
2019,IN,KR,CROPS,PLAST,0.01
2019,IN,WE,BASIC,NONSP,0.01
2019,IN,IE,RETA1,POULT,0.01
2019,IN,WM,RETAI,HEALT,0.01
2019,IN,TR,TRANS,POSTT,0.01
2019,IN,TR,COPP1,BASIC,0.01
2019,IN,NO,TEXTI,FINAN,0.01
2019,IN,ZA,SUGA1,SUGA1,0.01
2019,IN,SE,FABRI,FOOD2,0.01
2019,IN,ES,FISH5,TEXTI,0.01
2019,IN,NO,FISH5,FISH5,0.01
2019,IN,RU,VEGET,93197,0.01
2019,IN,CA,BASIC,LEADZ,0.01
2019,IN,CH,NONME,GASDI,0.01
2019,IN,WA,ALUM1,LEAD1,0.01
2019,IN,IT,FISH5,BIOGA,0.01
2019,IN,WA,DAIRY,AIRTR,0.01
2019,IN,ZA,CROPS,DISTR,0.01
2019,IN,RU,NONF1,OFFIC,0.01
2019,IN,WL,NONF1,WHOLE,0.01
2019,IN,HR,CROPS,FISH5,0.01
2019,IN,WF,MOTOR,COKE1,0.01
2019,IN,NL,FABRI,RAWMI,0.01
2019,IN,ID,MOTO1,RESEA,0.01
2019,IN,TR,INSUR,WEARI,0.01
2019,IN,FR,LEATH,ELECT,0.01
2019,IN,GR,RUBBE,PRINT,0.01
2019,IN,AT,COMPU,SALEM,0.01
2019,IN,DE,MOTO1,NONME,0.01
2019,IN,WM,VEGE1,SUGAR,0.01
2019,IN,WF,CEREA,FOOD4,0.01
2019,IN,DE,WHOLE,GASDI,0.01
2019,IN,KR,VEGET,TEXTI,0.01
2019,IN,SI,GLASS,ALUM1,0.01
2019,IN,RU,PROCE,CATTL,0.01
2019,IN,BE,WHOLE,VEGET,0.01
2019,IN,AT,RAILW,BEVER,0.01
2019,IN,HR,FOOD5,ANIMA,0.01
2019,IN,JP,WEARI,BRICK,0.01
2019,IN,WA,SEACO,CHEMI,0.01
2019,IN,CN,VEGET,CONST,0.01
2019,IN,WM,BIODI,INTER,0.01
2019,IN,WA,LANDT,BIOG1,0.01
2019,IN,AU,LUBRI,ELEC4,0.01
2019,IN,JP,NONME,FOODW,0.01
2019,IN,NL,FABRI,MEATA,0.01
2019,IN,DE,REALE,AUXIL,0.01
2019,IN,NL,HOTEL,TOBAC,0.01
2019,IN,ES,WHOLE,LANDT,0.01
2019,IN,FR,FISH5,FOODW,0.01
2019,IN,CA,OFFIC,BASIC,0.01
2019,IN,WE,RUBBE,MEAT1,0.01
2019,IN,GB,AIRTR,FABRI,0.01
2019,IN,LT,BASIC,BASIC,0.01
2019,IN,RO,FABRI,RAWMI,0.01
2019,IN,CY,FISH5,MEATP,0.01
2019,IN,GR,VEGE1,RAWMI,0.01
2019,IN,FR,INSUR,FISH5,0.01
2019,IN,PT,CONST,REALE,0.01
2019,IN,JP,PUBLI,COMPU,0.01
2019,IN,WM,HEAVY,OILSE,0.01
2019,IN,TR,ELECT,VEGE1,0.01
2019,IN,KR,OILSE,93197,0.01
2019,IN,DE,FISH5,DISTR,0.01
2019,IN,RU,OILSE,PLAST,0.01
2019,IN,SE,COMPU,FISHF,0.01
2019,IN,SK,ALUM1,BLAST,0.01
2019,IN,GB,CONST,LANDT,0.01
2019,IN,NL,SEACO,TEXT1,0.01
2019,IN,DK,AUXIL,SUPPO,0.01
2019,IN,SE,PRINT,GASDI,0.01
2019,IN,CY,FURNI,HOTEL,0.01
2019,IN,CN,NONME,VEGET,0.01
2019,IN,BR,MOTO1,93197,0.01
2019,IN,CZ,PAPER,HOTEL,0.01
2019,IN,US,RADIO,MEATP,0.01
2019,IN,KR,LEAD1,CEMEN,0.01
2019,IN,WF,BEVER,MOTO1,0.01
2019,IN,FR,REALE,CERAM,0.01
2019,IN,BG,RUBBE,FISH5,0.01
2019,IN,BE,CROPS,PRINT,0.01
2019,IN,WA,LEATH,PLANT,0.01
2019,IN,FI,SEACO,POSTT,0.01
2019,IN,AU,FISH5,POULT,0.01
2019,IN,FR,WOODW,CHEM1,0.01
2019,IN,GB,PAPER,DISTR,0.01
2019,IN,WL,KEROS,OILSE,0.01
2019,IN,LU,NONME,PAPER,0.01
2019,IN,CH,WEARI,INTER,0.01
2019,IN,FR,FURNI,STONE,0.01
2019,IN,WM,FOOD5,HYDRO,0.01
2019,IN,ZA,RUBBE,FOUND,0.01
2019,IN,BE,ELECT,BRICK,0.01
2019,IN,CZ,TRAN2,SUPPO,0.01
2019,IN,IE,FABRI,SECO9,0.01
2019,IN,FI,INSUR,CONST,0.01
2019,IN,RO,HOTEL,DAIRY,0.01
2019,IN,ES,TRAN2,LANDT,0.01
2019,IN,LU,BASIC,FOOD5,0.01
2019,IN,JP,MEMBE,OFFIC,0.01
2019,IN,GB,TRANS,LEAD1,0.01
2019,IN,BR,VEGE1,RUBBE,0.01
2019,IN,CA,NONF1,WHOLE,0.01
2019,IN,WA,FORES,CEMEN,0.01
2019,IN,FR,CEREA,RAWMI,0.01
2019,IN,DE,ALUM1,GLASS,0.01
2019,IN,US,SALEM,FINAN,0.01
2019,IN,GB,CHEM1,KERO1,0.01
2019,IN,PL,WOODW,LANDT,0.01
2019,IN,EE,PAPER,RECRE,0.01
2019,IN,GB,RADIO,RUBBE,0.01
2019,IN,BG,CHEM1,SEACO,0.01
2019,IN,TR,PAPER,MEMBE,0.01
2019,IN,LT,RADIO,SUPPO,0.01
2019,IN,CH,RADIO,SECO9,0.01
2019,IN,US,SEACO,HEAVY,0.01
2019,IN,GB,COPP1,DISTR,0.01
2019,IN,JP,TEXTI,WASTE,0.01
2019,IN,PL,CROPS,COMPU,0.01
2019,IN,LV,CHEM1,CHARC,0.01
2019,IN,HU,COMPU,FOOD5,0.01
2019,IN,WA,BITUM,COALT,0.01
2019,IN,IE,LANDT,PUBLI,0.01
2019,IN,AT,PLAST,MOTO1,0.01
2019,IN,BE,PLAST,SALEM,0.01
2019,IN,IT,PRINT,SALEM,0.01
2019,IN,WM,CEREA,VEGE1,0.01
2019,IN,WA,WHOLE,LANDT,0.01
2019,IN,IT,BUSIN,BIOGA,0.01
2019,IN,WE,NAPHT,REALE,0.01
2019,IN,US,RAILW,FABRI,0.01
2019,IN,CH,PAPER,REALE,0.01
2019,IN,ID,PAPER,CERAM,0.01
2019,IN,KR,GASDI,COKE1,0.01
2019,IN,NO,WEARI,COPP1,0.01
2019,IN,WA,RETA1,RETA1,0.01
2019,IN,NL,PUBLI,SEACO,0.01
2019,IN,WL,RAILW,RADIO,0.01
2019,IN,RO,PRINT,ELEC3,0.01
2019,IN,FI,MOTO1,ELECT,0.01
2019,IN,NL,PRINT,VEGET,0.01
2019,IN,TR,FOOD5,MEMBE,0.01
2019,IN,HU,NONME,RUBBE,0.01
2019,IN,DK,AIRTR,DIST1,0.01
2019,IN,CZ,RETA1,MEMBE,0.01
2019,IN,WA,HEALT,PAPE1,0.01
2019,IN,AT,FOOD5,WHOLE,0.01
2019,IN,JP,PRINT,MEMBE,0.01
2019,IN,PL,LANDT,FOOD2,0.01
2019,IN,FI,LANDT,REFI1,0.01
2019,IN,NL,GASDI,TEXT1,0.01
2019,IN,SI,NONF1,LEAD1,0.01
2019,IN,WM,OILSE,LEAD1,0.01
2019,IN,SK,LEATH,MEDIC,0.01
2019,IN,CN,CROPS,RETA1,0.01
2019,IN,WE,CHEM1,INSUR,0.01
2019,IN,ES,SEACO,WOODW,0.01
2019,IN,WA,ELEC8,HEALT,0.01
2019,IN,WA,PFERT,RETAI,0.01
2019,IN,WM,ALUM1,ELEC2,0.01
2019,IN,SE,CERAM,CERAM,0.01
2019,IN,WM,MEAT1,NAPHT,0.01
2019,IN,AT,WOODW,PUBLI,0.01
2019,IN,PL,CHEM1,PLAS2,0.01
2019,IN,US,MOTO1,FORES,0.01
2019,IN,FI,SEACO,LANDT,0.01
2019,IN,CN,PRECI,WOODW,0.01
2019,IN,WA,BITUM,WHEAT,0.01
2019,IN,BE,RAILW,BUSIN,0.01
2019,IN,WA,DAIRY,PRINT,0.01
2019,IN,FI,REALE,CONST,0.01
2019,IN,NL,ALUM1,BRICK,0.01
2019,IN,FR,PRINT,WHEAT,0.01
2019,IN,TR,CERAM,BRICK,0.01
2019,IN,GB,PLAST,HEAVY,0.01
2019,IN,CN,MEDIC,ELEC2,0.01
2019,IN,WM,MEAT4,NFERT,0.01
2019,IN,ES,RUBBE,LIQUE,0.01
